,id,genre_ids,original_title,title,release_date,popularity,vote_average,vote_count,budget,revenue,imdb_id,originalTitle,startYear,genres,averageRating,numVotes,Gross Profit
3582,234004,"['Action', 'Adventure', 'Animation', 'Family']",Ratchet & Clank,Ratchet & Clank,2016-04-13,10.122,55.0,369,20000000.0,8821329.0,tt2865120,Ratchet & Clank,2016.0,"Action,Adventure,Animation",5.6,9392,-11178671.0
3586,300673,"['Action', 'Drama', 'History', 'Thriller']",The Finest Hours,The Finest Hours,2016-01-25,12.357999999999999,64.0,1035,80000000.0,52099090.0,tt2025690,The Finest Hours,2016.0,"Action,Drama,History",6.7,58369,-27900910.0
3588,227973,"['Adventure', 'Animation', 'Comedy', 'Family']",The Peanuts Movie,The Peanuts Movie,2015-11-01,10.825,66.0,981,99000000.0,246233113.0,tt2452042,The Peanuts Movie,2015.0,"Adventure,Animation,Comedy",7.1,40437,147233113.0
3592,319888,"['Adventure', 'Comedy', 'Drama', 'History']",Eddie the Eagle,Eddie the Eagle,2016-02-26,12.062999999999999,72.0,1313,23000000.0,46152411.0,tt1083452,Eddie the Eagle,2015.0,"Biography,Comedy,Drama",7.4,79931,23152411.0
3598,297806,"['Drama', 'Music']",I Saw the Light,I Saw the Light,2016-02-05,8.93,59.0,99,13000000.0,1646788.0,tt1490785,I Saw the Light,2015.0,"Biography,Drama,Music",5.7,5963,-11353212.0
3599,276907,"['Crime', 'Thriller']",Legend,Legend,2015-09-09,10.405,68.0,1960,25000000.0,42972994.0,tt3569230,Legend,2015.0,"Biography,Crime,Drama",6.9,147039,17972994.0
3601,282984,"['Drama', 'Mystery']",Irrational Man,Irrational Man,2015-07-17,13.140999999999998,65.0,1447,11000000.0,27391084.0,tt3715320,Irrational Man,2015.0,"Comedy,Drama",6.6,54390,16391084.0
3602,325348,"['Action', 'Adventure', 'Science Fiction']",Hardcore Henry,Hardcore Henry,2015-09-12,10.238999999999999,62.0,1449,10000000.0,14333790.0,tt3072482,Hardcore Henry,2015.0,"Action,Adventure,Sci-Fi",6.7,81887,4333790.0
3604,157544,"['Horror', 'Thriller']",The Vatican Tapes,The Vatican Tapes,2015-07-24,9.706,47.0,408,13000000.0,1784763.0,tt1524575,The Vatican Tapes,2015.0,"Horror,Thriller",5.1,15425,-11215237.0
3608,296100,"['Adventure', 'Comedy', 'Fantasy']",The Night Before,The Night Before,2015-11-20,9.544,61.0,1059,25000000.0,52395996.0,tt3530002,The Night Before,2015.0,"Comedy,Fantasy",6.4,61926,27395996.0
3609,316023,['Comedy'],Mike and Dave Need Wedding Dates,Mike and Dave Need Wedding Dates,2016-06-15,10.189,60.0,1718,33000000.0,77068246.0,tt2823054,Mike and Dave Need Wedding Dates,2016.0,"Comedy,Romance",6.0,78370,44068246.0
3613,273477,"['Comedy', 'Horror']",Scouts Guide to the Zombie Apocalypse,Scouts Guide to the Zombie Apocalypse,2015-10-23,13.139000000000001,62.0,1015,15000000.0,14860766.0,tt1727776,Scouts Guide to the Zombie Apocalypse,2015.0,"Action,Comedy,Horror",6.3,42348,-139234.0
3614,275601,"['Comedy', 'Drama', 'Music']",Ricki and the Flash,Ricki and the Flash,2015-07-10,13.138,58.0,511,18000000.0,41325328.0,tt3623726,Ricki and the Flash,2015.0,"Comedy,Drama,Music",5.9,21597,23325328.0
3616,323675,"['Action', 'Comedy']",Ride Along 2,Ride Along 2,2016-01-14,11.062000000000001,62.0,1031,40000000.0,124827316.0,tt2869728,Ride Along 2,2016.0,"Action,Comedy,Crime",5.9,50903,84827316.0
3617,256040,"['Action', 'Drama']",Bahubali: The Beginning,Bahubali: The Beginning,2015-07-10,13.013,73.0,268,25130430.0,90747520.0,tt2631186,Bahubali: The Beginning,2015.0,"Action,Drama",8.1,96840,65617090.0
3619,234212,"['Horror', 'Thriller']",Demonic,Demonic,2015-02-12,10.395,52.0,288,3000000.0,3387000.0,tt1841642,Demonic,2015.0,"Horror,Thriller",5.3,12640,387000.0
3620,192141,"['Action', 'Thriller']",No Escape,No Escape,2015-08-26,12.905,68.0,1443,5000000.0,54418872.0,tt1781922,No Escape,2015.0,"Action,Thriller",6.8,73430,49418872.0
3622,284564,"['Horror', 'Mystery', 'Thriller']",31,31,2016-09-15,8.892999999999999,53.0,447,1500000.0,779820.0,tt3835080,31,2016.0,"Horror,Thriller",5.1,16970,-720180.0
3623,253414,"['Comedy', 'Music', 'War']",Rock the Kasbah,Rock the Kasbah,2015-10-22,10.639000000000001,56.0,177,15000000.0,3020664.0,tt3164256,Rock the Kasbah,2015.0,"Comedy,Music,War",5.5,10084,-11979336.0
3625,368940,"['Adventure', 'Animation', 'Comedy', 'Family']",Robinson Crusoe: The Wild Life,Robinson Crusoe: The Wild Life,2016-02-04,8.888,56.0,161,13500000.0,3342697.0,tt4731008,Robinson Crusoe,2016.0,"Adventure,Animation,Comedy",5.4,5350,-10157303.0
3626,266294,['Comedy'],Sisters,Sisters,2015-12-18,12.671,59.0,1004,30000000.0,105011053.0,tt1850457,Sisters,2015.0,Comedy,6.0,60730,75011053.0
3630,266639,"['Drama', 'Fantasy', 'Music']",Jem and the Holograms,Jem and the Holograms,2015-10-22,11.6,54.0,275,5000000.0,2333684.0,tt3614530,Jem and the Holograms,2015.0,"Adventure,Drama,Family",4.1,6986,-2666316.0
3631,314385,"['Drama', 'Romance']",By the Sea,By the Sea,2015-11-12,12.505,55.0,354,10000000.0,3727746.0,tt3707106,By the Sea,2015.0,"Drama,Romance",5.3,17269,-6272254.0
3635,335791,"['Drama', 'Horror', 'Mystery']",When the Bough Breaks,When the Bough Breaks,2016-09-09,11.095999999999998,56.0,214,10000000.0,30658387.0,tt1389139,When the Bough Breaks,2016.0,"Crime,Drama,Horror",5.1,5194,20658387.0
3638,384737,"['Action', 'Crime', 'Thriller']",Precious Cargo,Precious Cargo,2016-07-15,12.373,51.0,155,10500000.0,100659.0,tt4651410,Precious Cargo,2016.0,"Action,Comedy,Crime",4.6,7847,-10399341.0
3639,290751,"['Crime', 'Drama', 'Mystery', 'Thriller']",Secret in Their Eyes,Secret in Their Eyes,2015-10-14,12.352,64.0,805,19500000.0,34854990.0,tt1741273,Secret in Their Eyes,2015.0,"Crime,Drama,Mystery",6.3,39848,15354990.0
3649,306745,"['Drama', 'Romance']",Freeheld,Freeheld,2015-10-02,9.3,74.0,397,7000000.0,573335.0,tt1658801,Freeheld,2015.0,"Biography,Drama,Romance",6.6,11018,-6426665.0
3651,256924,"['Comedy', 'Drama', 'Music']",Danny Collins,Danny Collins,2015-03-19,9.291,67.0,297,10000000.0,10835752.0,tt1772288,Danny Collins,2015.0,"Biography,Comedy,Drama",7.0,28629,835752.0
3653,302688,"['Comedy', 'Romance']",My Big Fat Greek Wedding 2,My Big Fat Greek Wedding 2,2016-03-23,9.036,58.0,639,18000000.0,88923251.0,tt3760922,My Big Fat Greek Wedding 2,2016.0,"Comedy,Romance",6.0,26996,70923251.0
3655,225728,"['Adventure', 'Drama', 'History', 'War']",Macbeth,Macbeth,2015-08-16,9.532,65.0,960,15000000.0,12601706.0,tt2884018,Macbeth,2015.0,"Drama,History,War",6.6,50694,-2398294.0
3656,10317,"['Comedy', 'Drama']",Our Brand Is Crisis,Our Brand Is Crisis,2015-09-11,10.025,59.0,327,28000000.0,7002261.0,tt1018765,Our Brand Is Crisis,2015.0,"Comedy,Drama",6.1,19670,-20997739.0
3664,245168,"['Drama', 'History']",Suffragette,Suffragette,2015-10-16,11.620999999999999,73.0,1089,14000000.0,16002420.0,tt3077214,Suffragette,2015.0,"Biography,Drama,History",6.9,35796,2002420.0
3665,272878,"['Adventure', 'Drama']",Max,Max,2015-06-26,10.0,68.0,442,20000000.0,43967255.0,tt3369806,Max,2015.0,"Adventure,Drama,Family",6.7,24745,23967255.0
3668,250124,"['Drama', 'Romance']",The Diary of a Teenage Girl,The Diary of a Teenage Girl,2015-08-07,9.696,67.0,510,2000000.0,1477002.0,tt3172532,The Diary of a Teenage Girl,2015.0,"Comedy,Drama,Romance",6.9,28105,-522998.0
3669,57876,"['Horror', 'Thriller', 'Science Fiction']",Area 51,Area 51,2015-05-15,9.495,44.0,298,5000000.0,7556.0,tt1519461,Area 51,2015.0,"Horror,Mystery,Sci-Fi",4.2,12198,-4992444.0
3670,348668,"['Crime', 'Drama', 'Mystery', 'Thriller']",Flaskepost fra P,A Conspiracy of Faith,2016-03-03,8.693,71.0,283,5210000.0,5900000.0,tt4088268,Flaskepost fra P,2016.0,"Crime,Drama,Thriller",7.0,14638,690000.0
3672,304372,"['Drama', 'Thriller']",The Perfect Guy,The Perfect Guy,2015-09-11,7.481,58.0,224,12000000.0,60273173.0,tt3862750,The Perfect Guy,2015.0,"Crime,Drama,Horror",5.6,9343,48273173.0
3679,291270,"['Animation', 'Comedy', 'Drama', 'Romance']",Anomalisa,Anomalisa,2015-12-30,11.161,71.0,1051,8000000.0,5659286.0,tt2401878,Anomalisa,2015.0,"Animation,Comedy,Drama",7.3,61214,-2340714.0
3680,245703,"['Adventure', 'Drama', 'Science Fiction']",Midnight Special,Midnight Special,2016-02-18,11.116,63.0,1233,18000000.0,6212282.0,tt2649554,Midnight Special,2016.0,"Drama,Mystery,Sci-Fi",6.6,70722,-11787718.0
3682,239573,['Comedy'],Unfinished Business,Unfinished Business,2015-03-05,11.046,52.0,534,35000000.0,14431253.0,tt2358925,Unfinished Business,2015.0,"Comedy,Drama",5.4,30469,-20568747.0
3684,308453,"['Drama', 'Comedy']",The Bronze,The Bronze,2016-01-22,8.192,59.0,204,3500000.0,615816.0,tt3859304,The Bronze,2015.0,"Comedy,Drama,Sport",6.1,9415,-2884184.0
3689,323272,"['Drama', 'Romance']",War Room,War Room,2015-08-28,10.437000000000001,76.0,201,3000000.0,67790117.0,tt3832914,War Room,2015.0,Drama,6.5,12347,64790117.0
3695,232572,"['Adventure', 'Comedy', 'Drama']",A Walk in the Woods,A Walk in the Woods,2015-09-02,8.425,60.0,438,8000000.0,35991087.0,tt1178665,A Walk in the Woods,2015.0,"Adventure,Biography,Comedy",6.3,23032,27991087.0
3696,328589,"['Comedy', 'Drama']",The Lady in the Van,The Lady in the Van,2015-11-13,8.174,64.0,444,6000000.0,41387687.0,tt3722070,The Lady in the Van,2015.0,"Biography,Comedy,Drama",6.7,24286,35387687.0
3708,320588,"['Comedy', 'Drama', 'Romance']","Hello, My Name Is Doris","Hello, My Name Is Doris",2015-11-27,9.156,63.0,287,1000000.0,14444999.0,tt3766394,"Hello, My Name Is Doris",2015.0,"Comedy,Drama,Romance",6.6,18009,13444999.0
3709,331190,"['Crime', 'Drama', 'Thriller']",Captive,Captive,2015-09-17,8.905,56.0,139,2000000.0,2801508.0,tt3268668,Captive,2015.0,"Action,Crime,Drama",5.4,6209,801508.0
3714,348892,"['Action', 'Comedy', 'Drama']",बजरंगी भाईजान,Bajrangi Bhaijaan,2015-07-17,10.618,79.0,258,13000000.0,150000000.0,tt3863552,Bajrangi Bhaijaan,2015.0,"Action,Comedy,Drama",8.0,67112,137000000.0
3715,308639,"['Crime', 'Drama', 'Comedy']",Dope,Dope,2015-06-19,10.339,72.0,1021,700000.0,17986781.0,tt3850214,Dope,2015.0,"Comedy,Crime,Drama",7.2,78324,17286781.0
3718,174751,"['Action', 'Drama', 'Western']",Jane Got a Gun,Jane Got a Gun,2015-12-31,10.495999999999999,55.0,481,25000000.0,1397284.0,tt2140037,Jane Got a Gun,2015.0,"Action,Drama,Western",5.9,19856,-23602716.0
3725,326423,['Comedy'],Barbershop: The Next Cut,Barbershop: The Next Cut,2016-04-15,6.624,60.0,265,20000000.0,55030051.0,tt3628584,Barbershop: The Next Cut,2016.0,"Comedy,Drama",5.9,13731,35030051.0
3731,380124,"['Comedy', 'Horror', 'Drama']",Boo! A Madea Halloween,Boo! A Madea Halloween,2016-10-21,9.118,54.0,298,20000000.0,74827344.0,tt5325452,Boo! A Madea Halloween,2016.0,"Comedy,Drama,Horror",4.6,7285,54827344.0
3742,253450,"['Action', 'Drama', 'History']",刺客聶隱娘,The Assassin,2015-08-27,8.588,64.0,270,15000000.0,632542.0,tt3508840,Ci ke Nie Yin Niang,2015.0,"Action,Drama,History",6.3,14711,-14367458.0
3759,299245,"['Horror', 'Thriller']",The Gallows,The Gallows,2015-07-10,9.554,48.0,657,100000.0,42664410.0,tt2309260,The Gallows,2015.0,"Horror,Mystery,Sci-Fi",4.2,18526,42564410.0
3763,381902,"['Action', 'Adventure', 'Fantasy']",西游记之孙悟空三打白骨精,The Monkey King 2,2016-01-22,4.712,61.0,47,68490000.0,193677158.0,tt4591310,Xi you ji zhi: Sun Wukong san da Baigu Jing,2016.0,"Action,Adventure,Fantasy",5.9,2694,125187158.0
3769,336808,"['Adventure', 'Drama']",El abrazo de la serpiente,Embrace of the Serpent,2015-05-25,6.541,78.0,249,1400000.0,1320005.0,tt4285496,El abrazo de la serpiente,2015.0,"Adventure,Drama",7.9,18747,-79995.0
3771,331836,['Comedy'],Babysitting 2,Babysitting 2,2015-12-02,7.0360000000000005,64.0,891,9458736.0,22832174.0,tt4400058,Babysitting 2,2015.0,Comedy,6.4,4711,13373438.0
3779,295699,['Comedy'],Everybody Wants Some!!,Everybody Wants Some!!,2016-03-30,9.47,63.0,732,10000000.0,3400278.0,tt2937696,Everybody Wants Some!!,2016.0,Comedy,6.9,49459,-6599722.0
3786,376812,"['Drama', 'Action']",सुल्तान,Sultan,2016-07-06,7.516,71.0,122,10400000.0,102000000.0,tt4832640,Sultan,2016.0,"Action,Drama,Sport",7.0,34938,91600000.0
3787,339927,['Comedy'],Kevin Hart: What Now?,Kevin Hart: What Now?,2016-10-14,6.266,66.0,178,9900000.0,23600000.0,tt4669186,Kevin Hart: What Now?,2016.0,"Comedy,Documentary",5.9,8568,13700000.0
3789,318917,['Comedy'],Er ist wieder da,Look Who's Back,2015-10-08,9.342,68.0,1167,3196621.0,25513752.0,tt4176826,Er ist wieder da,2015.0,"Comedy,Drama,Fantasy",7.1,38397,22317131.0
3798,309304,"['Comedy', 'Drama']",Grandma,Grandma,2015-06-04,5.98,64.0,228,600000.0,7087452.0,tt4270516,Grandma,2015.0,"Comedy,Drama",6.7,14075,6487452.0
3808,308084,"['Comedy', 'Drama']",Tangerine,Tangerine,2015-07-10,6.715,70.0,355,100000.0,924793.0,tt3824458,Tangerine,2015.0,"Comedy,Crime,Drama",7.1,24663,824793.0
3828,360203,"['Action', 'Crime', 'Drama', 'Thriller']",Lost in the Sun,Lost in the Sun,2015-11-05,5.125,61.0,65,25000.0,25000.0,tt3593046,Lost in the Sun,2016.0,"Action,Drama,Thriller",6.0,3486,0.0
3838,352161,"['Drama', 'History', 'Crime', 'Thriller']",El clan,The Clan,2015-08-13,5.667999999999999,66.0,234,3500000.0,20381995.0,tt4411504,El Clan,2015.0,"Biography,Crime,Drama",7.0,11337,16881995.0
3842,227932,['Comedy'],Minha Mãe é Uma Peça 2: O Filme,Minha Mãe é Uma Peça 2: O Filme,2016-12-22,6.667999999999999,77.0,322,2000000.0,37858128.0,tt3212812,Minha Mãe é uma Peça 2: O Filme,2016.0,Comedy,6.6,1856,35858128.0
3843,343795,['Drama'],90 Minutes in Heaven,90 Minutes in Heaven,2015-09-11,6.691,56.0,76,5000000.0,4842699.0,tt4337690,90 Minutes in Heaven,2015.0,Drama,4.8,3213,-157301.0
3846,346646,"['Action', 'Comedy', 'Crime']",베테랑,Veteran,2015-08-05,5.327999999999999,72.0,89,7528230.0,87970000.0,tt4768764,Beterang,2015.0,"Action,Comedy,Crime",7.0,4538,80441770.0
3854,316002,"['Romance', 'Comedy']",Accidental Love,Accidental Love,2015-02-10,5.893,41.0,200,26000000.0,24487.0,tt1137470,Accidental Love,2015.0,"Comedy,Romance",4.1,7347,-25975513.0
3863,377985,"['Action', 'Drama', 'Thriller']",Fan,Fan,2016-04-14,6.3839999999999995,62.0,128,12750000.0,28000000.0,tt3495026,Fan,2016.0,"Action,Drama,Thriller",7.0,40349,15250000.0
3885,318850,"['Drama', 'History']",The Young Messiah,The Young Messiah,2016-03-10,6.03,61.0,56,18500000.0,6490401.0,tt1002563,The Young Messiah,2016.0,"Drama,Fantasy",5.6,2985,-12009599.0
3886,309302,"['Adventure', 'Drama']",狼图腾,Wolf Totem,2015-02-19,5.345,65.0,224,38000000.0,123205624.0,tt2909116,Le dernier loup,2015.0,"Adventure,Drama",6.7,5264,85205624.0
3889,391995,"['History', 'Documentary']",Hillary's America: The Secret History of the Democratic Party,Hillary's America: The Secret History of the Democratic Party,2016-07-15,6.605,60.0,42,5000000.0,13000000.0,tt5646136,Hillary's America: The Secret History of the Democratic Party,2016.0,"Biography,Documentary,History",5.3,6514,8000000.0
3890,375290,"['Action', 'Drama', 'History']",Airlift,Airlift,2016-01-22,7.343999999999999,72.0,105,4500000.0,32000000.0,tt4387040,Airlift,2016.0,"Drama,History",8.0,50172,27500000.0
3891,328111,"['Adventure', 'Animation', 'Comedy', 'Family']",The Secret Life of Pets,The Secret Life of Pets,2016-06-18,5.218,62.0,5929,75000000.0,875457937.0,tt2709768,The Secret Life of Pets,2016.0,"Adventure,Animation,Comedy",6.5,173691,800457937.0
3915,376869,"['Drama', 'Thriller']",नीरजा,Neerja,2016-02-19,4.815,76.0,141,2900000.0,17618280.0,tt5286444,Neerja,2016.0,"Biography,Drama,Thriller",7.7,19463,14718280.0
3975,402672,"['Adventure', 'Drama', 'History', 'Romance']",मोहेंजो डरो,Mohenjo Daro,2016-08-11,4.668,64.0,47,17000000.0,16000000.0,tt3859980,Mohenjo Daro,2016.0,"Action,Adventure,Drama",5.7,9936,-1000000.0
3997,395762,['Comedy'],Père Fils Thérapie !,Father Son Therapy,2016-12-28,4.8839999999999995,57.0,72,7230000.0,1453270.0,tt5077538,Père fils thérapie!,2016.0,"Comedy,Crime",5.2,221,-5776730.0
4009,275269,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",वज़ीर,Wazir,2016-01-07,3.56,65.0,70,5200000.0,9200000.0,tt0315642,Wazir,2016.0,"Action,Crime,Drama",7.1,16194,4000000.0
4020,377213,"['Drama', 'Mystery', 'Thriller']",Te3n,Te3n,2016-06-10,3.415,71.0,57,5069632.0,4817642.0,tt4814290,Te3n,2016.0,"Drama,Mystery,Thriller",7.2,10713,-251990.0
4049,299641,['Comedy'],Jimmy Vestvood: Amerikan Hero,Jimmy Vestvood: Amerikan Hero,2016-03-13,3.4,55.0,24,2500000.0,230069.0,tt3135556,Jimmy Vestvood: Amerikan Hero,2016.0,Comedy,5.2,2345,-2269931.0
4059,350650,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Science Fiction', 'Family']",映画ドラえもん のび太の宇宙英雄記（スペースヒーローズ）,Doraemon: Nobita and the Space Heroes,2015-03-07,3.734,69.0,19,46597700.0,32700000.0,tt4788602,Doraemon: Nobita and the Space Heroes,2015.0,"Action,Adventure,Animation",6.4,356,-13897700.0
4082,319993,"['Drama', 'History']",Aferim!,Aferim!,2015-03-06,2.867,78.0,49,1379375.0,105097.0,tt4374460,Aferim!,2015.0,"Adventure,Comedy,Drama",7.6,6014,-1274278.0
4093,150540,"['Animation', 'Comedy', 'Drama', 'Family']",Inside Out,Inside Out,2015-06-09,37.482,79.0,14180,175000000.0,857611174.0,tt2096673,Inside Out,2015.0,"Adventure,Animation,Comedy",8.2,568480,682611174.0
4094,99861,"['Action', 'Adventure', 'Science Fiction']",Avengers: Age of Ultron,Avengers: Age of Ultron,2015-04-22,37.679,73.0,15094,280000000.0,1405403694.0,tt2395427,Avengers: Age of Ultron,2015.0,"Action,Adventure,Sci-Fi",7.3,701095,1125403694.0
4095,102899,"['Action', 'Adventure', 'Science Fiction']",Ant-Man,Ant-Man,2015-07-14,30.898000000000003,71.0,13348,130000000.0,519311965.0,tt0478970,Ant-Man,2015.0,"Action,Adventure,Comedy",7.3,534506,389311965.0
4096,150689,"['Drama', 'Fantasy', 'Romance', 'Family']",Cinderella,Cinderella,2015-03-12,29.026,67.0,5040,95000000.0,543514353.0,tt1661199,Cinderella,2015.0,"Drama,Family,Fantasy",6.9,150618,448514353.0
4097,158852,"['Adventure', 'Family', 'Mystery', 'Science Fiction']",Tomorrowland,Tomorrowland,2015-05-19,28.116999999999997,62.0,5019,190000000.0,209154322.0,tt1964418,Tomorrowland,2015.0,"Action,Adventure,Family",6.4,165948,19154322.0
4098,168259,"['Action', 'Thriller']",Furious 7,Furious 7,2015-04-01,22.513,73.0,7138,190000000.0,1506249360.0,tt2820852,Furious Seven,2015.0,"Action,Adventure,Thriller",7.2,345429,1316249360.0
4099,257344,"['Action', 'Comedy', 'Science Fiction']",Pixels,Pixels,2015-07-16,21.189,56.0,4911,88000000.0,243637091.0,tt2120120,Pixels,2015.0,"Action,Comedy,Sci-Fi",5.5,125046,155637091.0
4100,214756,['Comedy'],Ted 2,Ted 2,2015-06-25,23.088,61.0,4610,68000000.0,215863606.0,tt2637276,Ted 2,2015.0,Comedy,6.3,174395,147863606.0
4101,243688,"['Horror', 'Thriller']",Poltergeist,Poltergeist,2015-05-20,20.243,51.0,1607,35000000.0,95437994.0,tt1029360,Poltergeist,2015.0,"Horror,Thriller",4.9,53160,60437994.0
4102,188222,['Comedy'],Entourage,Entourage,2015-06-03,24.410999999999998,62.0,681,30000000.0,49263404.0,tt1674771,Entourage,2015.0,Comedy,6.6,73480,19263404.0
4103,228205,"['Drama', 'Romance']",The Longest Ride,The Longest Ride,2015-04-09,19.385,75.0,2125,34000000.0,63013281.0,tt2726560,The Longest Ride,2015.0,"Drama,Romance",7.1,72917,29013281.0
4104,256591,"['Comedy', 'Crime', 'Drama', 'Romance']",Focus,Focus,2015-02-25,12.552999999999999,68.0,4736,50100000.0,153962963.0,tt2381941,Focus,2015.0,"Comedy,Crime,Drama",6.6,201442,103862963.0
4105,280092,"['Drama', 'Horror', 'Thriller']",Insidious: Chapter 3,Insidious: Chapter 3,2015-06-04,14.637,62.0,2075,10000000.0,104303851.0,tt3195644,Insidious: Chapter 3,2015.0,"Horror,Mystery,Thriller",6.1,87621,94303851.0
4108,290764,"['Action', 'Crime', 'Drama']",Tracers,Tracers,2015-01-15,16.587,59.0,754,11000000.0,593683.0,tt2401097,Tracers,2015.0,"Action,Crime,Drama",5.6,17808,-10406317.0
4111,287424,"['Drama', 'Horror', 'Mystery']",Maggie,Maggie,2015-05-08,20.641,53.0,1059,4000000.0,187112.0,tt1881002,Maggie,2015.0,"Drama,Horror",5.6,40265,-3812888.0
4112,252838,['Comedy'],The Wedding Ringer,The Wedding Ringer,2015-01-16,17.72,65.0,1062,23000000.0,79799880.0,tt0884732,The Wedding Ringer,2015.0,Comedy,6.6,68497,56799880.0
4113,228161,"['Animation', 'Comedy', 'Fantasy', 'Science Fiction', 'Family']",Home,Home,2015-03-18,12.112,68.0,2599,135000000.0,368871007.0,tt2224026,Home,2015.0,"Adventure,Animation,Comedy",6.6,88279,233871007.0
4114,228165,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Family']",The SpongeBob Movie: Sponge Out of Water,The SpongeBob Movie: Sponge Out of Water,2015-01-28,16.75,58.0,1294,74000000.0,311594032.0,tt2279373,The SpongeBob Movie: Sponge Out of Water,2015.0,"Adventure,Animation,Comedy",6.0,45882,237594032.0
4116,293863,"['Drama', 'Fantasy', 'Romance']",The Age of Adaline,The Age of Adaline,2015-04-16,13.544,74.0,4258,25000000.0,65663276.0,tt1655441,The Age of Adaline,2015.0,"Drama,Fantasy,Romance",7.2,145574,40663276.0
4117,301351,"['Comedy', 'Drama', 'Music', 'Romance']",We Are Your Friends,We Are Your Friends,2015-08-26,16.105999999999998,63.0,1373,6000000.0,11122090.0,tt3787590,We Are Your Friends,2015.0,"Drama,Music,Romance",6.2,34042,5122090.0
4118,286565,"['Drama', 'Mystery', 'Romance']",Paper Towns,Paper Towns,2015-06-18,12.232000000000001,60.0,3867,12000000.0,85512300.0,tt3622592,Paper Towns,2015.0,"Comedy,Drama,Mystery",6.3,90928,73512300.0
4119,272693,"['Comedy', 'Romance']",The DUFF,The DUFF,2015-02-20,15.838,68.0,3293,8500000.0,43528634.0,tt1666801,The Duff,2015.0,"Comedy,Romance",6.5,78469,35028634.0
4120,182560,"['Adventure', 'Drama', 'Mystery', 'Thriller']",Dark Places,Dark Places,2015-03-31,14.895999999999999,59.0,830,20000000.0,208588.0,tt2402101,Dark Places,2015.0,"Action,Drama,Mystery",6.2,39743,-19791412.0
4122,326215,"['Adventure', 'Animation', 'Comedy', 'Family']",Ooops! Noah is Gone...,Ooops! Noah is Gone...,2015-04-09,8.344,59.0,148,6000000.0,769028.0,tt3411432,Ooops! Noah Is Gone...,2015.0,"Adventure,Animation,Comedy",5.8,3895,-5230972.0
4124,227719,"['Science Fiction', 'Thriller']",Project Almanac,Project Almanac,2015-01-28,14.714,65.0,1572,12000000.0,32248241.0,tt2436386,Project Almanac,2015.0,"Drama,Mystery,Sci-Fi",6.4,73379,20248241.0
4128,243938,['Comedy'],Hot Tub Time Machine 2,Hot Tub Time Machine 2,2015-02-20,13.737,51.0,578,14000000.0,12314651.0,tt2637294,Hot Tub Time Machine 2,2015.0,"Comedy,Mystery,Sci-Fi",5.1,35503,-1685349.0
4129,222936,"['Comedy', 'Drama', 'Romance']",Aloha,Aloha,2015-05-27,10.349,54.0,1376,37000000.0,26250020.0,tt1243974,Aloha,2015.0,"Comedy,Drama,Romance",5.4,58168,-10749980.0
4133,336004,"['Crime', 'Action', 'Thriller']",Heist,Heist,2015-11-13,12.8,58.0,543,8900000.0,4100000.0,tt3276924,Heist,2015.0,"Action,Crime,Drama",6.1,25966,-4800000.0
4134,283587,"['Drama', 'War']",Beasts of No Nation,Beasts of No Nation,2015-09-11,12.552,76.0,999,6000000.0,9077700.0,tt1365050,Beasts of No Nation,2015.0,"Drama,War",7.7,67783,3077700.0
4146,268238,"['Comedy', 'Drama']",The Second Best Exotic Marigold Hotel,The Second Best Exotic Marigold Hotel,2015-02-26,10.725,64.0,457,10000000.0,85978266.0,tt2555736,The Second Best Exotic Marigold Hotel,2015.0,"Comedy,Drama",6.6,30003,75978266.0
4175,308638,"['Drama', 'Comedy']",The D Train,The D Train,2015-05-08,8.477,46.0,140,447524.0,771317.0,tt2690138,The D Train,2015.0,"Comedy,Drama",5.0,10274,323793.0
4210,335462,"['Action', 'War']",战狼,Wolf Warrior,2015-04-02,5.1979999999999995,58.0,78,12000000.0,80000000.0,tt3540136,Zhan lang,2015.0,"Action,Crime,Thriller",5.4,3825,68000000.0
4218,320316,['Comedy'],Italiano medio,Italiano medio,2015-01-29,5.093,58.0,353,1816720.0,4541800.0,tt4142022,Italiano medio,2015.0,Comedy,6.1,2344,2725080.0
4222,332835,"['Drama', 'Comedy']",पीकू,Piku,2015-05-08,5.0889999999999995,70.0,92,5500000.0,22159216.0,tt3767372,Piku,2015.0,"Comedy,Drama",7.6,26226,16659216.0
4226,329819,['Drama'],La Tête haute,Standing Tall,2015-05-13,6.066,73.0,319,5000000.0,26144.0,tt3791302,La tête haute,2015.0,Drama,7.0,3089,-4973856.0
4247,338517,"['Drama', 'War']",А зори здесь тихие...,The Dawns Here Are Quiet,2015-04-30,7.001,71.0,28,3300000.0,5249225.0,tt4629032,A zori zdes tikhie...,2015.0,"Drama,War",6.7,1145,1949225.0
4267,338065,"['Drama', 'Family', 'Romance', 'Comedy']",दिल धड़कने दो,Dil Dhadakne Do,2015-06-04,4.933,69.0,74,13000000.0,22000000.0,tt4110568,Dil Dhadakne Do,2015.0,"Comedy,Drama,Romance",6.8,13507,9000000.0
4365,366755,['Comedy'],Fashion Chicks,Fashion Chicks,2015-12-02,3.7119999999999997,61.0,62,450000.0,1500000.0,tt4307968,Fashion Chicks,2015.0,"Comedy,Romance",5.2,287,1050000.0
